condition_mean_mae,condition_median_mae,feature_group,fold_count,mean_mae,mean_rmse,model_level,run_scope,selected_variants,split_name,target,worst_condition_mae
0.09848687258211773,0.08899093246558137,F4_state_log_age_scalar,1,0.08450491774492985,0.12841486110304665,R1_condition_balanced_hgb,primary,,profile_holdout_fold,capacity_Ah_k1,0.20945239339614713
0.07206601750353975,0.06466726433784573,F4_state_log_age_scalar,2,0.04217885193001518,0.09662477315945846,R1_condition_balanced_hgb,primary,,temperature_holdout_fold,capacity_Ah_k1,0.29843359178526757
0.09392532066879004,0.0862135246016766,F4_state_log_age_scalar,3,0.07196546360112997,0.10505952030689114,R1_condition_balanced_hgb,primary,,voltage_window_holdout_fold,capacity_Ah_k1,0.4038266636052561
0.08131374596770373,0.0725588517077812,F4_state_log_age_scalar,1,0.07014565982995266,0.11182878239104899,R1_condition_balanced_hgb,primary,,c_rate_holdout_fold,delta_capacity_Ah,0.1793405801938357
0.04487577072590192,0.04154172750092838,F4_state_log_age_scalar,5,0.027757222960356424,0.06312081297036613,R1_condition_balanced_hgb,primary,,condition_fold,delta_capacity_Ah,0.17443608727272553
0.11879545259140005,0.11879419153211897,F4_state_log_age_scalar,1,0.10620096611539766,0.15267149860869292,R1_condition_balanced_hgb,primary,,profile_holdout_fold,delta_capacity_Ah,0.20389026648551806
0.05008804918842698,0.05191565632907037,F4_state_log_age_scalar,2,0.03072632846788939,0.07668649629651378,R1_condition_balanced_hgb,primary,,temperature_holdout_fold,delta_capacity_Ah,0.17170638542137825
0.08418672029399499,0.08954736514429353,F4_state_log_age_scalar,3,0.07669331477161577,0.09743743511454446,R1_condition_balanced_hgb,primary,,voltage_window_holdout_fold,delta_capacity_Ah,0.22065278216393622
0.12590209368123403,0.09670133479098486,F8_timestamp_weighted_stress,1,0.09031111648247651,0.1487372593102464,R1_condition_balanced_hgb,primary,,c_rate_holdout_fold,capacity_Ah_k1,0.28404990537455477
0.051099676254888274,0.043827056535326855,F8_timestamp_weighted_stress,5,0.03298839586924903,0.07029657384292927,R1_condition_balanced_hgb,primary,,condition_fold,capacity_Ah_k1,0.19737090048622474
0.10377032071637655,0.09026692970130296,F8_timestamp_weighted_stress,1,0.08542614373001607,0.12951770721427275,R1_condition_balanced_hgb,primary,,profile_holdout_fold,capacity_Ah_k1,0.23534316458831644
0.07086493918114833,0.054768781654637125,F8_timestamp_weighted_stress,2,0.04208235391004668,0.09499844891094882,R1_condition_balanced_hgb,primary,,temperature_holdout_fold,capacity_Ah_k1,0.2995589919697385
0.18142494093331152,0.1793146379792007,F8_timestamp_weighted_stress,3,0.163978558034427,0.20206148587180697,R1_condition_balanced_hgb,primary,,voltage_window_holdout_fold,capacity_Ah_k1,0.41678778619912427
0.08760197650010611,0.06267210488657395,F8_timestamp_weighted_stress,1,0.06735121503078863,0.10601460632633065,R1_condition_balanced_hgb,primary,,c_rate_holdout_fold,delta_capacity_Ah,0.20309954622855605
0.04263061982477025,0.03792269942629915,F8_timestamp_weighted_stress,5,0.026809494989918116,0.06042507775702892,R1_condition_balanced_hgb,primary,,condition_fold,delta_capacity_Ah,0.17207117730253774
0.10910860016575767,0.1001858347341695,F8_timestamp_weighted_stress,1,0.09281259853365713,0.13574662852344066,R1_condition_balanced_hgb,primary,,profile_holdout_fold,delta_capacity_Ah,0.2350166190483552
0.04553862230278696,0.04290739862431933,F8_timestamp_weighted_stress,2,0.02897155196618624,0.07349637495259881,R1_condition_balanced_hgb,primary,,temperature_holdout_fold,delta_capacity_Ah,0.18480344406402904
0.11871890194297552,0.11151855818306745,F8_timestamp_weighted_stress,3,0.10768774593704548,0.12937608387321745,R1_condition_balanced_hgb,primary,,voltage_window_holdout_fold,delta_capacity_Ah,0.24226764763944053
0.13170841491214483,0.10031906430483781,F4_state_log_age_scalar,1,0.09528659818192556,0.15608537546648282,R2_stressor_balanced_hgb,primary,,c_rate_holdout_fold,capacity_Ah_k1,0.2852977322098574
0.05543803146925068,0.0442634555357169,F4_state_log_age_scalar,5,0.03377766551309429,0.07294501379548698,R2_stressor_balanced_hgb,primary,,condition_fold,capacity_Ah_k1,0.24766073607853642
0.08436802390070613,0.07367608976551171,F4_state_log_age_scalar,1,0.07006006630902376,0.10819020685237836,R2_stressor_balanced_hgb,primary,,profile_holdout_fold,capacity_Ah_k1,0.17718560597321364
0.06930964898370423,0.06154633527421457,F4_state_log_age_scalar,2,0.03929816784380861,0.09280196657196507,R2_stressor_balanced_hgb,primary,,temperature_holdout_fold,capacity_Ah_k1,0.26888878422542645
0.08148810378598383,0.07708253334077013,F4_state_log_age_scalar,3,0.05826954764622863,0.09582799179305973,R2_stressor_balanced_hgb,primary,,voltage_window_holdout_fold,capacity_Ah_k1,0.3793003083493384
0.08249450764022971,0.07713570282695859,F4_state_log_age_scalar,1,0.06935974619403451,0.11055009802396822,R2_stressor_balanced_hgb,primary,,c_rate_holdout_fold,delta_capacity_Ah,0.15356361894857298
0.04568938119233373,0.04119902110026721,F4_state_log_age_scalar,5,0.02768297345062464,0.06395961137122469,R2_stressor_balanced_hgb,primary,,condition_fold,delta_capacity_Ah,0.16678838011212363
0.10915767923739267,0.10635580708256355,F4_state_log_age_scalar,1,0.10086052487805526,0.13749674052456434,R2_stressor_balanced_hgb,primary,,profile_holdout_fold,delta_capacity_Ah,0.17749020768298213
0.048506952481169215,0.04425633374953839,F4_state_log_age_scalar,2,0.02795195846785233,0.07735164076722276,R2_stressor_balanced_hgb,primary,,temperature_holdout_fold,delta_capacity_Ah,0.16527781478463746
0.07614860986873308,0.0712993427059985,F4_state_log_age_scalar,3,0.06414835677516227,0.08478306172949857,R2_stressor_balanced_hgb,primary,,voltage_window_holdout_fold,delta_capacity_Ah,0.23331751985951743
0.11815832811121335,0.09095530360422958,F8_timestamp_weighted_stress,1,0.0840256928785168,0.13153966699633102,R2_stressor_balanced_hgb,primary,,c_rate_holdout_fold,capacity_Ah_k1,0.25686791390316915
0.05053211468646226,0.04533730016375428,F8_timestamp_weighted_stress,5,0.03210392433940162,0.0685428852412625,R2_stressor_balanced_hgb,primary,,condition_fold,capacity_Ah_k1,0.21518523368048995
0.09760217173253728,0.07748000396147817,F8_timestamp_weighted_stress,1,0.07742961104185911,0.12253089131807185,R2_stressor_balanced_hgb,primary,,profile_holdout_fold,capacity_Ah_k1,0.2409738886903882
0.06613421706077674,0.05287299154718028,F8_timestamp_weighted_stress,2,0.037622491507502964,0.09114272320535685,R2_stressor_balanced_hgb,primary,,temperature_holdout_fold,capacity_Ah_k1,0.2752572995346501
0.1644324825326869,0.16335343123770318,F8_timestamp_weighted_stress,3,0.142935282887707,0.1792474016864031,R2_stressor_balanced_hgb,primary,,voltage_window_holdout_fold,capacity_Ah_k1,0.38915980497902075
0.07054288180460386,0.06901220292286997,F8_timestamp_weighted_stress,1,0.05639561118513084,0.0886562272540258,R2_stressor_balanced_hgb,primary,,c_rate_holdout_fold,delta_capacity_Ah,0.1338449384645961
0.0429215980334721,0.03692883673327475,F8_timestamp_weighted_stress,5,0.02676134523799431,0.05972084596149492,R2_stressor_balanced_hgb,primary,,condition_fold,delta_capacity_Ah,0.1811417772515235
0.08269291452361342,0.07944786889520948,F8_timestamp_weighted_stress,1,0.06870435608861869,0.10384915778014162,R2_stressor_balanced_hgb,primary,,profile_holdout_fold,delta_capacity_Ah,0.16448024851403886
0.04744798411750578,0.0410227622637631,F8_timestamp_weighted_stress,2,0.029796714871713387,0.0748519762738153,R2_stressor_balanced_hgb,primary,,temperature_holdout_fold,delta_capacity_Ah,0.14153505369916766
0.13325930246242482,0.1336514150156891,F8_timestamp_weighted_stress,3,0.12483179752693196,0.145333575607766,R2_stressor_balanced_hgb,primary,,voltage_window_holdout_fold,delta_capacity_Ah,0.21578829677373015
0.13794195769363146,0.12253630255030924,F4_state_log_age_scalar,1,0.098055025132037,0.16800302892785277,R3_condition_bagged_hgb,primary,,c_rate_holdout_fold,capacity_Ah_k1,0.2877125100744113
0.058210509452638726,0.04393959384456889,F4_state_log_age_scalar,5,0.03296478982665167,0.07532064734745902,R3_condition_bagged_hgb,primary,,condition_fold,capacity_Ah_k1,0.29765518185777584
0.09843636265515016,0.0934224686870078,F4_state_log_age_scalar,1,0.08827855393578786,0.12352417761321603,R3_condition_bagged_hgb,primary,,profile_holdout_fold,capacity_Ah_k1,0.17626526675872103
0.07495701574518679,0.06059968726212554,F4_state_log_age_scalar,2,0.0397906993756664,0.09386466841530856,R3_condition_bagged_hgb,primary,,temperature_holdout_fold,capacity_Ah_k1,0.2975285608897396
0.0944387552191519,0.087899747511262,F4_state_log_age_scalar,3,0.0718619306715709,0.10216527737694774,R3_condition_bagged_hgb,primary,,voltage_window_holdout_fold,capacity_Ah_k1,0.39274763832202786
0.11903653172380253,0.10010184454112936,F4_state_log_age_scalar,1,0.08899172664435594,0.144715237776505,R3_condition_bagged_hgb,primary,,c_rate_holdout_fold,delta_capacity_Ah,0.26005844484617807
0.04905877555071061,0.04456504297583012,F4_state_log_age_scalar,5,0.029941197753581762,0.06583878491699931,R3_condition_bagged_hgb,primary,,condition_fold,delta_capacity_Ah,0.18455313849235244
0.12585557558004581,0.12631074513341806,F4_state_log_age_scalar,1,0.11916012174075376,0.15004472248162104,R3_condition_bagged_hgb,primary,,profile_holdout_fold,delta_capacity_Ah,0.18590639546113685
0.056938961376726244,0.046787922245887785,F4_state_log_age_scalar,2,0.03423667278207265,0.08334953897814103,R3_condition_bagged_hgb,primary,,temperature_holdout_fold,delta_capacity_Ah,0.17170800775996586
0.0789821277508752,0.08114600158263553,F4_state_log_age_scalar,3,0.06524269859396951,0.08712397016293892,R3_condition_bagged_hgb,primary,,voltage_window_holdout_fold,delta_capacity_Ah,0.2522453897787999
0.14230620050053563,0.1417009380890546,F8_timestamp_weighted_stress,1,0.0961519284656316,0.16486375561120117,R3_condition_bagged_hgb,primary,,c_rate_holdout_fold,capacity_Ah_k1,0.2902376026456387
0.06104109007195955,0.04742010138809236,F8_timestamp_weighted_stress,5,0.03732162731827256,0.07733050931332505,R3_condition_bagged_hgb,primary,,condition_fold,capacity_Ah_k1,0.30945936437331967
0.09434586640677466,0.08380111327208833,F8_timestamp_weighted_stress,1,0.08170861159574341,0.11757679079935886,R3_condition_bagged_hgb,primary,,profile_holdout_fold,capacity_Ah_k1,0.1908853648279082
0.06943471556554143,0.05526584342291353,F8_timestamp_weighted_stress,2,0.040334733674950676,0.0948208467595539,R3_condition_bagged_hgb,primary,,temperature_holdout_fold,capacity_Ah_k1,0.3085769608221251
0.17270333535659055,0.16718849424113794,F8_timestamp_weighted_stress,3,0.14918977203136954,0.18672024988890887,R3_condition_bagged_hgb,primary,,voltage_window_holdout_fold,capacity_Ah_k1,0.41039148861924074
0.10446766199426231,0.09075504038308688,F8_timestamp_weighted_stress,1,0.07527071223498141,0.1244049035125039,R3_condition_bagged_hgb,primary,,c_rate_holdout_fold,delta_capacity_Ah,0.22241362480260551
0.048966412647928205,0.04169465858386587,F8_timestamp_weighted_stress,5,0.031571121229694236,0.06271189262380017,R3_condition_bagged_hgb,primary,,condition_fold,delta_capacity_Ah,0.1791674176906249
0.09563287253055915,0.09170967319657905,F8_timestamp_weighted_stress,1,0.08480688341182953,0.11043181931822739,R3_condition_bagged_hgb,primary,,profile_holdout_fold,delta_capacity_Ah,0.18265118642965383
0.060246706590393134,0.054092271708237286,F8_timestamp_weighted_stress,2,0.03594963771757226,0.08052053264555772,R3_condition_bagged_hgb,primary,,temperature_holdout_fold,delta_capacity_Ah,0.15900912926499933
0.15496371135921003,0.1483004554241815,F8_timestamp_weighted_stress,3,0.1401157608085418,0.1614833075346732,R3_condition_bagged_hgb,primary,,voltage_window_holdout_fold,delta_capacity_Ah,0.3361671775116749
0.13170841491214483,0.10031906430483781,F4_state_log_age_scalar,1,0.09528659818192556,0.15608537546648282,R4_worst_fold_selected_hgb,primary,R2_stressor_balanced_hgb,c_rate_holdout_fold,capacity_Ah_k1,0.2852977322098574
0.05422784634687209,0.04507652869532581,F4_state_log_age_scalar,5,0.03287361362299977,0.07199832733755536,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R1_condition_balanced_hgb,R2_stressor_balanced_hgb",condition_fold,capacity_Ah_k1,0.2588867309972366
0.09848687258211773,0.08899093246558137,F4_state_log_age_scalar,1,0.08450491774492985,0.12841486110304665,R4_worst_fold_selected_hgb,primary,R1_condition_balanced_hgb,profile_holdout_fold,capacity_Ah_k1,0.20945239339614713
0.06961415417974953,0.06189065560733151,F4_state_log_age_scalar,2,0.04032275555646473,0.0946471259297785,R4_worst_fold_selected_hgb,primary,"R1_condition_balanced_hgb,R2_stressor_balanced_hgb",temperature_holdout_fold,capacity_Ah_k1,0.26888878422542645
0.08342435050038378,0.07774034999883915,F4_state_log_age_scalar,3,0.06142098482313859,0.09820567353828964,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R1_condition_balanced_hgb,R2_stressor_balanced_hgb",voltage_window_holdout_fold,capacity_Ah_k1,0.3603624225203877
0.10113277130259181,0.08979647569805231,F4_state_log_age_scalar,1,0.08173421578436833,0.12616470780674297,R4_worst_fold_selected_hgb,primary,R0_reference_hgb50,c_rate_holdout_fold,delta_capacity_Ah,0.193505570859936
0.04592982921351099,0.0421465659697424,F4_state_log_age_scalar,5,0.026636191574088936,0.06317281478229422,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R1_condition_balanced_hgb,R2_stressor_balanced_hgb",condition_fold,delta_capacity_Ah,0.18312179107343562
0.11879545259140005,0.11879419153211897,F4_state_log_age_scalar,1,0.10620096611539766,0.15267149860869292,R4_worst_fold_selected_hgb,primary,R1_condition_balanced_hgb,profile_holdout_fold,delta_capacity_Ah,0.20389026648551806
0.049215937325823744,0.047540087753013494,F4_state_log_age_scalar,2,0.028574533970970914,0.07796501983323922,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R2_stressor_balanced_hgb",temperature_holdout_fold,delta_capacity_Ah,0.16527781478463746
0.0766281899170989,0.06871385373152979,F4_state_log_age_scalar,3,0.06408405623891338,0.0847036801584491,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R2_stressor_balanced_hgb",voltage_window_holdout_fold,delta_capacity_Ah,0.2315662886975436
0.12244211150469492,0.10792304693682522,F8_timestamp_weighted_stress,1,0.08814494356804406,0.14958573796285973,R4_worst_fold_selected_hgb,primary,R0_reference_hgb50,c_rate_holdout_fold,capacity_Ah_k1,0.2539914861259202
0.052233557151711164,0.04416133829241755,F8_timestamp_weighted_stress,5,0.0328514539097297,0.07088009526267795,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R1_condition_balanced_hgb,R2_stressor_balanced_hgb",condition_fold,capacity_Ah_k1,0.21518523368048995
0.09760217173253728,0.07748000396147817,F8_timestamp_weighted_stress,1,0.07742961104185911,0.12253089131807185,R4_worst_fold_selected_hgb,primary,R0_reference_hgb50,profile_holdout_fold,capacity_Ah_k1,0.2409738886903882
0.06635939381689382,0.05473588541467587,F8_timestamp_weighted_stress,2,0.04047694932555621,0.092849121412298,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R1_condition_balanced_hgb",temperature_holdout_fold,capacity_Ah_k1,0.27110814311431214
0.1722274261848934,0.16708634268429415,F8_timestamp_weighted_stress,3,0.1521030884563989,0.1932078086982101,R4_worst_fold_selected_hgb,primary,"R1_condition_balanced_hgb,R2_stressor_balanced_hgb",voltage_window_holdout_fold,capacity_Ah_k1,0.41678778619912427
0.10251578832333012,0.07764103216483734,F8_timestamp_weighted_stress,1,0.07625761784761585,0.12285078545765196,R4_worst_fold_selected_hgb,primary,R0_reference_hgb50,c_rate_holdout_fold,delta_capacity_Ah,0.21193834940315578
0.043246608506749426,0.037018700044519716,F8_timestamp_weighted_stress,5,0.026362150949762193,0.0608366328546749,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R1_condition_balanced_hgb,R2_stressor_balanced_hgb",condition_fold,delta_capacity_Ah,0.1901932227892993
0.10910860016575767,0.1001858347341695,F8_timestamp_weighted_stress,1,0.09281259853365713,0.13574662852344066,R4_worst_fold_selected_hgb,primary,R1_condition_balanced_hgb,profile_holdout_fold,delta_capacity_Ah,0.2350166190483552
0.046931329208558886,0.04165646121463722,F8_timestamp_weighted_stress,2,0.029654269611425768,0.07455238485318927,R4_worst_fold_selected_hgb,primary,"R0_reference_hgb50,R2_stressor_balanced_hgb",temperature_holdout_fold,delta_capacity_Ah,0.14153505369916766
0.1279516474393816,0.12820986780170715,F8_timestamp_weighted_stress,3,0.11907763481663723,0.14046388783798688,R4_worst_fold_selected_hgb,primary,"R1_condition_balanced_hgb,R2_stressor_balanced_hgb",voltage_window_holdout_fold,delta_capacity_Ah,0.21578829677373015
0.1282272497937834,0.10835437412351062,F4_state_log_age_scalar,1,0.10315461725699565,0.17081940136737575,R0_reference_hgb50,sensitivity_excluding_monotonicity,,c_rate_holdout_fold,capacity_Ah_k1,0.2465398894915758
0.05645118313892552,0.04674590771217927,F4_state_log_age_scalar,5,0.0320379285696897,0.07599366909515909,R0_reference_hgb50,sensitivity_excluding_monotonicity,,condition_fold,capacity_Ah_k1,0.2382334629298432
0.1166797241013368,0.09673264927423778,F4_state_log_age_scalar,1,0.1013273576868644,0.14681666032318857,R0_reference_hgb50,sensitivity_excluding_monotonicity,,profile_holdout_fold,capacity_Ah_k1,0.21081977820261066
0.07197554979859645,0.06187166453603451,F4_state_log_age_scalar,2,0.04042123144183858,0.09936975836303144,R0_reference_hgb50,sensitivity_excluding_monotonicity,,temperature_holdout_fold,capacity_Ah_k1,0.27301307708532635
0.09675355614362503,0.08854558994784356,F4_state_log_age_scalar,3,0.07345961785790896,0.11034067859184737,R0_reference_hgb50,sensitivity_excluding_monotonicity,,voltage_window_holdout_fold,capacity_Ah_k1,0.3119713643187162
0.10052211375194971,0.0908915114664127,F4_state_log_age_scalar,1,0.08985545900673823,0.13785067343860594,R0_reference_hgb50,sensitivity_excluding_monotonicity,,c_rate_holdout_fold,delta_capacity_Ah,0.16649660093158541
0.046984927396475064,0.037451798181159825,F4_state_log_age_scalar,5,0.027808985313353962,0.06732267660888479,R0_reference_hgb50,sensitivity_excluding_monotonicity,,condition_fold,delta_capacity_Ah,0.19244805545008023
0.10805423260555207,0.10363158445749404,F4_state_log_age_scalar,1,0.10105686161052357,0.1306745825994963,R0_reference_hgb50,sensitivity_excluding_monotonicity,,profile_holdout_fold,delta_capacity_Ah,0.16243671349652972
0.05519999870066669,0.051014154845030676,F4_state_log_age_scalar,2,0.032854128089780055,0.08688016786642791,R0_reference_hgb50,sensitivity_excluding_monotonicity,,temperature_holdout_fold,delta_capacity_Ah,0.16409531815666922
0.07947246586188239,0.07863284660951886,F4_state_log_age_scalar,3,0.06244388310722279,0.08984580654380725,R0_reference_hgb50,sensitivity_excluding_monotonicity,,voltage_window_holdout_fold,delta_capacity_Ah,0.2520737403140132
0.13699148163164376,0.12329576955529478,F8_timestamp_weighted_stress,1,0.1011386844723339,0.1724440568320717,R0_reference_hgb50,sensitivity_excluding_monotonicity,,c_rate_holdout_fold,capacity_Ah_k1,0.2819042268405276
0.05415713025317703,0.03775322959188012,F8_timestamp_weighted_stress,5,0.03079331888402448,0.07505415030029855,R0_reference_hgb50,sensitivity_excluding_monotonicity,,condition_fold,capacity_Ah_k1,0.24717451616220737
0.11851075021426842,0.10302631599965989,F8_timestamp_weighted_stress,1,0.10052910598678856,0.14226962153422187,R0_reference_hgb50,sensitivity_excluding_monotonicity,,profile_holdout_fold,capacity_Ah_k1,0.23269788922551882
0.07402843689913183,0.05636218304532946,F8_timestamp_weighted_stress,2,0.04237462794765217,0.10096361700175371,R0_reference_hgb50,sensitivity_excluding_monotonicity,,temperature_holdout_fold,capacity_Ah_k1,0.2948941754052082
0.14903210729141392,0.13254419433177564,F8_timestamp_weighted_stress,3,0.12434068789502127,0.16151075373181914,R0_reference_hgb50,sensitivity_excluding_monotonicity,,voltage_window_holdout_fold,capacity_Ah_k1,0.346545544265518
0.1089032652103799,0.08084148517556713,F8_timestamp_weighted_stress,1,0.08435076088163217,0.12895340194066,R0_reference_hgb50,sensitivity_excluding_monotonicity,,c_rate_holdout_fold,delta_capacity_Ah,0.20816885544458505
0.04571657712822278,0.036202982106261314,F8_timestamp_weighted_stress,5,0.026663760984244316,0.06349637817299444,R0_reference_hgb50,sensitivity_excluding_monotonicity,,condition_fold,delta_capacity_Ah,0.23083744051912822
0.09453831358269758,0.0884360687651202,F8_timestamp_weighted_stress,1,0.07527570317671052,0.1153285516261158,R0_reference_hgb50,sensitivity_excluding_monotonicity,,profile_holdout_fold,delta_capacity_Ah,0.19985548507455883
0.05636650439803925,0.04931590129147587,F8_timestamp_weighted_stress,2,0.03267278542627257,0.08410207036027356,R0_reference_hgb50,sensitivity_excluding_monotonicity,,temperature_holdout_fold,delta_capacity_Ah,0.17861220372332187
0.15737592961637142,0.15456111552377844,F8_timestamp_weighted_stress,3,0.13979165077366762,0.16505332937496486,R0_reference_hgb50,sensitivity_excluding_monotonicity,,voltage_window_holdout_fold,delta_capacity_Ah,0.32041346540567134
0.14444055329821498,0.10036138851830154,F4_state_log_age_scalar,1,0.10743001043260261,0.1843171736981786,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,c_rate_holdout_fold,capacity_Ah_k1,0.3580657105525158
0.05881006736377303,0.05289783347838191,F4_state_log_age_scalar,5,0.03768847080657567,0.07941753570211797,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,condition_fold,capacity_Ah_k1,0.2195816924361929
0.16089929117596566,0.14674774681824343,F4_state_log_age_scalar,1,0.14063752359580928,0.21003115296863942,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,profile_holdout_fold,capacity_Ah_k1,0.27493832983299765
0.07791434354365359,0.0705738285731223,F4_state_log_age_scalar,2,0.04561086135783771,0.10382552990631955,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,temperature_holdout_fold,capacity_Ah_k1,0.31927208556483816
0.09328319285586782,0.08717375814790347,F4_state_log_age_scalar,3,0.07247210660454938,0.11049520908518935,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,voltage_window_holdout_fold,capacity_Ah_k1,0.3571718479239253
0.08780609001662414,0.07313848076884748,F4_state_log_age_scalar,1,0.07649809238575171,0.1176238696305346,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,c_rate_holdout_fold,delta_capacity_Ah,0.1476056818376527
0.04740608273443279,0.03985142561590573,F4_state_log_age_scalar,5,0.029265398317394654,0.0668671273630069,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,condition_fold,delta_capacity_Ah,0.20827256836902264
0.12176876097153395,0.12811921871609505,F4_state_log_age_scalar,1,0.10775848541547088,0.15216793642173118,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,profile_holdout_fold,delta_capacity_Ah,0.19065154344567015
0.05922345654877556,0.061940876857375426,F4_state_log_age_scalar,2,0.035354503460696504,0.08897098281982735,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,temperature_holdout_fold,delta_capacity_Ah,0.1749421589243613
0.08652710950985225,0.08609705239243998,F4_state_log_age_scalar,3,0.07385699603923855,0.10312300846443162,R1_condition_balanced_hgb,sensitivity_excluding_monotonicity,,voltage_window_holdout_fold,delta_capacity_Ah,0.22281827315338737
